,CountyName,State,RegionName,RegionCount
591,Converse County,WY,[82633 82637 82229],3
592,Conway County,AR,[72110 72127 72063 72157 72027 72080 72030 72156 72107],9
593,Cook County,GA,[31620 31647 31637 31627],4
594,Cook County,IL,"[60657 60614 60640 60647 60618 60613 60625 60629 60610 60619 60611 60617
 60620 60634 60016 60628 60649 60626 60622 60616 60615 60641 60660 60453
 60056 60637 60608 60004 60638 60402 60639 60630 60643 60411 60804 60623
 60632 60201 60605 60010 60609 60062 60462 60645 60654 60067 60651 60193
 60477 60707 60025 60653 60090 60644 60409 60302 60068 60074 60607 60202
 60612 60007 60107 60659 60005 60652 60525 60169 60714 60631 60656 60624
 60438 60076 60621 60601 60077 60642 60655 60018 60646 60636 60452 60091
 60827 60467 60466 60706 60459 60053 60803 60406 60487 60008 60439 60443
 60426 60661 60430 60194 60419 60473 60130 60153 60160 60093 60513 60154
 60465 60805 60164 60304 60546 60070 60131 60173 60104 60455 60478 60415
 60463 60429 60026 60526 60458 60192 60445 60457 60471 60482 60633 60712
 60176 60558 60171 60305 60534 60475 60428 60464 60422 60425 60501 60155
 60162 60022 60195 60606 60480 60461 60456 60472 60469 60163 60301 60203
 60165 60476 60602 60043 60603 60604 60141 60029]",164
595,Cook County,MN,[55604 55605 55612 55606 55615 55613],6
596,Cooke County,TX,[76240 76272 76252 76250 76238 76253],6
597,Cooper County,MO,[65233 65276 65348 65237 65068 65322 65287 65320],8
598,Coos County,NH,[3570 3598 3584 3576 3581 3582 3588 3592 3583 3590 3595 3579 3593],13
599,Coos County,OR,[97420 97459 97411 97423 97458 97449 97466 97414],8
600,Coosa County,AL,[35072 35089 35136 36026],4
601,Copiah County,MS,[39059 39083 39191 39078],4
602,Cortland County,NY,[13045 13077 13803 13040 13101 13158 13141 13863 13087 13784 13738],11
603,Coryell County,TX,[76522 76528 76561 76566 76526 76558],6
604,Coshocton County,OH,[43812 43845 43844 43824 43843 43811 25201 43836 43805],9
605,Costilla County,CO,[81133 81152 81151 81141 81123 81126 81138],7
606,Cotton County,OK,[73572 73568  4745 73562 73531],5
607,Cottonwood County,MN,[56101 56159 56183 56145 56118 56174],6
608,Covington County,AL,[36420 36467 36421 36442 36474 36028 36455 36476 36038],9
609,Covington County,MS,[39428 39479 39119],3
610,Coweta County,GA,[30263 30265 30277 30276 30220 30259 30289],7
611,Cowley County,KS,[67005 67156 67146 67019 67038 67008 67023 67131 67102],9
612,Cowlitz County,WA,[98632 98626 98674 98611 98625 98645 98649 98603 98581 98616 98609],11
613,Craig County,OK,[74301 74369 74333 74349],4
614,Craig County,VA,[24127],1
615,Craighead County,AR,[72401 72404 72416 72417 72437 72411 72447 72419 72421 72414 72427],11
616,Crane County,TX,[79731],1
617,Craven County,NC,[28562 28560 28532 28586 28523 28526 28527],7
618,Crawford County,AR,[72956 72921 72947 72946 72952 72932 72934 72955 72948 72935],10
619,Crawford County,GA,[31078 31066 31050],3
620,Crawford County,IA,[51442 51454 51461 51528 51439 51465 51467 51448 51441 51520 51460 51432],12
621,Crawford County,IL,[62454 62449 62451 62427 62433 62413 62478],7
622,Crawford County,IN,[47118 47140 47145 47137 47175 47116 47174 47123],8
623,Crawford County,KS,"[66762 66743 66763 66712 66753 66724 66756 66711 66780 66735 66734 66746
 66760]",13
624,Crawford County,MI,[49738 49733],2
625,Crawford County,MO,[65453 65565 65535 65440 65449 65456 65446 65586],8
626,Crawford County,OH,[44820 44833 44827 44854 44887 43325 44881 44825],8
627,Crawford County,PA,"[16335 16354 16438 16316 16424 16403 16314 16433 16134 16406 16404 16327
 16434 16435 16360 16111 16440 16131 16422 16110 16328]",21
628,Crawford County,WI,[53821 54631 54655 54626 54628 53826 54657 53817 54654],9
629,Creek County,OK,[74066 74010 74044 74047 74030 74039 74041 74131 74028 74052],10
630,Crenshaw County,AL,[36049 36009 36041 36046 36042 36071],6
631,Crisp County,GA,[31015 31712],2
632,Crittenden County,AR,[72301 72364 72331 72376 72327 72384 72332 72339 72325],9
633,Crittenden County,KY,[42064],1
634,Crockett County,TN,[38006 38001 38034 38337 38050 38021 38070],7
635,Crook County,OR,[97754 97753 97751 97752],4
636,Crook County,WY,[82721 82729 82720 82712 82710 82714 82711],7
637,Crosby County,TX,[79357 79322 79343 14107],4
638,Cross County,AR,[72396 72324 72373 72347],4
639,Crow Wing County,MN,[56401 56472 56425 56468 56442 56444 56441 56465 56455 56447 56449 56448],12
640,Crowley County,CO,[81063 81062 81076 81033],4
641,Cullman County,AL,[35055 35077 35057 35058 35053 35033 35083 35019 35087 35098 35070],11
642,Culpeper County,VA,"[22701 20106 22737 22724 22735 22713 22733 22714 22726 22718 22736 22741
 22948 22729 22730 22725]",16
643,Cumberland County,IL,[62428 62447 62468 62436],4
644,Cumberland County,KY,[42717],1
645,Cumberland County,ME,"[4103 4106 4101 4011 4074 4092 4102 4062 4038 4105 4096 4107 4039 4032
 4084 4009 4071 4021 4079 4260 4055 4015 4040 4097 4029 4108 4110 4085
 4069 4066 4091 4050 4017 4003 4024 4078 4019 4082 4033 4109]",40
646,Cumberland County,NC,"[28314 28306 28311 28304 28303 28348 28312 28301 28307 28305 28371 28391
 28356 28395 28342]",15
647,Cumberland County,NJ,"[8360 8302 8332 8361 8311 8345 8340 8323 8327 8352 8353 8324 8316 8348
 8321 8314 8329 8315]",18
648,Cumberland County,PA,"[17055 17050 17013 17011 17257 17015 17025 17070 17241 17043 17007 17065
 17324 17240 17266 17072 17093 17027 17081]",19
649,Cumberland County,TN,[38555 38571 38572 38558 37723],5
650,Cumberland County,VA,[23040 23038 23027],3
651,Cuming County,NE,[68788 68791 68716 68004],4
652,Currituck County,NC,"[27958 27939 27927 27950 27929 27973 27966 27947 27916 27923 27941 27964
 27917 27965 27956]",15
653,Curry County,NM,[88101 88135 88124 88120],4
654,Curry County,OR,[97415 97444 97465 97450 97476 97406],6
655,Custer County,CO,[81252 81253],2
656,Custer County,ID,[83226 83251 83278 83227],4
657,Custer County,MT,[59301 59336 59338 59345],4
658,Custer County,NE,[68822 69120 68825 68814 68874 69163 68856 68813 68855 68860 68828 68881],12
659,Custer County,OK,[73096 73601 73669 73620 73639 73625],6
660,Custer County,SD,[57730 57744 57722 57773 57738],5
661,Cuyahoga County,OH,"[44107 44130 44124 44102 44111 44118 44134 44120 44109 44122 44145 44146
 44121 44105 44070 44133 44106 44128 44129 44125 44135 44143 44136 44116
 44144 44113 44112 44137 44138 44139 44108 44131 44110 44104 44123 44147
 44149 44017 44126 44142 44103 44132 44140 44141 44119 44117 44114 44115
 44127 44040]",50
662,Dade County,GA,[30752 30738 30757],3
663,Dade County,MO,[65661 65646 65682 65752],4
664,Daggett County,UT,[84046 84023],2
665,Dakota County,MN,"[55124 55044 55337 55122 55118 55024 55033 55068 55123 55076 55075 55306
 55077 55121 55120 55031 55065 55085 55150]",19
666,Dakota County,NE,[68776 68731 68030 68743 68741],5
667,Dale County,AL,[36360 36322 36350 36311 36371],5
668,Dallam County,TX,[79022 79087],2
669,Dallas County,AL,[36701 36703 36767 36702 36758 36775],6
670,Dallas County,AR,[71742 71763 71725 71748],4
671,Dallas County,IA,"[50263 50220 50003 50063 50261 50276 50233 50069 50167 50146 50039 50066
 50038]",13
672,Dallas County,MO,[65622 65644 65767 65590 65685 65783],6
673,Dallas County,TX,"[75052 75287 75243 75228 75206 75217 75150 75043 75211 75204 75115 75219
 75080 75040 75231 75061 75149 75063 75227 75248 75062 75216 75214 75104
 75044 75019 75050 75081 75060 75220 75038 75230 75252 75039 75238 75051
 75234 75254 75042 75229 75208 75201 75218 75089 75224 75240 75241 75082
 75205 75232 75225 75041 75001 75088 75048 75235 75146 75180 75181 75237
 75212 75215 75209 75253 75137 75134 75116 75236 75159 75203 75244 75054
 75249 75233 75223 75210 75226 75182 75202 75172 75141 75207 75246 75247]",84
674,Dane County,WI,"[53704 53711 53703 53590 53719 53562 53705 53593 53713 53716 53589 53597
 53718 53714 53575 53532 53717 53715 53558 53572 53527 53528 53726 53559
 53508 53531 53560 53521 53598 53515 53529 53517 53571]",33
675,Danville City,VA,[24540 24541],2
676,Dare County,NC,"[27948 27949 27954 27959 27920 27981 27915 27936 27943 27968 27953 27978
 27972 27982]",14
677,Darke County,OH,"[45331 45304 45380 45308 45390 45346 45303 45362 45348 45388 45332 45358
 45351 45328 45352 45350]",16
678,Darlington County,SC,[29550 29532 29540 29069 29593 29079],6
679,Dauphin County,PA,"[17112 17111 17110 17109 17036 17057 17104 17033 17103 17102 17113 17032
 17061 17018 17101 17048 17028 17034 17023 17098 17030 17097 17005 17080]",24
680,Davidson County,NC,[27360 27292 27295 27239 27299],5
681,Davidson County,TN,"[37013 37211 37221 37209 37076 37115 37207 37214 37203 37217 37206 37072
 37205 37215 37208 37138 37216 37212 37210 37204 37218 37080 37220 37219
 37189 37201]",26
682,Davie County,NC,[27028 27006 27014],3
683,Daviess County,IN,[47501 47562 47558 47529 47568 47519 47449],7
684,Daviess County,KY,[42301 42303 42376 42366 42378 42355 42368],7
685,Daviess County,MO,[64640 64648 64670 64689 64620 64647 64636],7
686,Davis County,IA,[52537 52552 52560 52584],4
687,Davis County,UT,[84015 84041 84010 84037 84075 84040 84054 84025 84014 84087],10
688,Davison County,SD,[57301 57363 57334],3
689,Dawes County,NE,[69337 69339 69367 69354],4
690,Dawson County,GA,[30534 30148],2
691,Dawson County,MT,[59330 59259 59339 59315],4
692,Dawson County,NE,[68850 69130 69138 68863 68878 69029 68834 69171],8
693,Dawson County,TX,[79331 79377],2
694,Day County,SD,[57274 57273 57219 57261 57422],5
695,De Kalb County,AL,"[35967 35986 35962 35968 35978 35961 35971 35989 35984 35981 35974 35988
 35963 35979 35975]",15
696,De Kalb County,IN,[46706 46738 46721 46793 46705 46785 46730],7
697,De Soto County,FL,[34266 34269],2
698,De Soto Parish,LA,[71052 71078 71049 71032 71027 71030],6
699,De Witt County,TX,[77954 78164 78141 77994],4
700,DeKalb County,IL,"[60115 60178 60548 60135 60112 60520 60146 60145 60556 60150 60550 60111
 60129]",13
701,DeKalb County,MO,[64469 64490 64494 64430 64474 64497 64422],7
702,DeSoto County,MS,[38654 38671 38632 38637 38672 38651 38680 38641],8
703,Deaf Smith County,TX,[79045],1
704,Dearborn County,IN,[47025 47001 47060 47018 47032 47022],6
705,Decatur County,GA,[39819 39817 39834 39815 39825],5
706,Decatur County,IA,[50144 50140 50065 50108 50103 50264 50262],7
707,Decatur County,IN,[47240 47283 47272 47263],4
708,Decatur County,TN,[38363 38329 38374 38311 38380],5
709,Deer Lodge County,MT,[59711],1
710,Defiance County,OH,[43512 43526 43556 43549 43536 43520 43519],7
711,Dekalb County,GA,"[30058 30083 30319 30032 30034 30038 30084 30338 30294 30033 30087 30329
 30341 30030 30340 30345 30088 30021 30035 30360 30346 30288 30002 30079
 30072]",25
712,Dekalb County,TN,[37166 37012 37095 37059 38582 38569],6
713,Del Norte County,CA,[95531 95567 95548 95543],4
714,Delaware County,IA,[52057 52042 52223 52237 52041 52035 52330 52050 52038 50654 52036],11
715,Delaware County,IN,[47304 47302 47303 47396 47320 47305 47334 47383 47342 47338 47367],11
716,Delaware County,NY,"[13856 13838 13753 13783 12167 12776 12455 13775 13839 13731 12474 13755
 12430 13757 13750 13788 13752 13739 13782 12406 12434 12760 13756 12421
 13740 13804 13842 13786 12459 13846 12438 13751 13806 13774 13847 13860]",36
717,Delaware County,OH,[43015 43065 43074 43021 43061 43003 43066],7
718,Delaware County,OK,[74344 74346 74331 74338 74347 74964 74342 74364 74359],9
719,Delaware County,PA,"[19063 19082 19083 19013 19026 19087 19050 19018 19064 19061 19010 19014
 19342 19023 19073 19008 19015 19003 19036 19078 19086 19317 19060 19081
 19079 19033 19070 19076 19032 19074 19085 19094 19029 19022 19043 19373
 19017 19028 19319 19039 19052]",41
720,Delta County,CO,[81416 81413 81428 81419 81415 81418 81410 81414 81420],9
721,Delta County,MI,"[49829 49837 49878 49807 49880 49895 49835 49818 49894 49817 49834 49872
 49819]",13
722,Delta County,TX,[75432 75448 75469 75450 75415 75441],6
723,Dent County,MO,[65560 65501],2
724,Denton County,TX,"[75067 75056 75068 75007 75006 75028 76210 76262 76227 75077 75010 76226
 76209 76201 76208 75022 76205 76207 76266 75057 76247 75065 76249 76258
 76259]",25
725,Denver County,CO,"[80219 80123 80211 80210 80220 80231 80205 80203 80204 80247 80209 80206
 80202 80239 80237 80218 80222 80249 80238 80212 80224 80207 80246 80223
 80236 80216 80230 80235]",28
726,Des Moines County,IA,[52601 52655 52637 52623 52650 52638 52660],7
727,Deschutes County,OR,[97702 97756 97701 97703 97739 97759 97707 97712],8
728,Desha County,AR,[71639 71654 71674 71630 71666 72379],6
729,Deuel County,NE,[69122],1
730,Deuel County,SD,[57226 57237 57268 57238 57213 57218],6
731,Dewey County,OK,[73859 73663 73654 73667 73835 73659],6
732,Dewitt County,IL,[61727 61842 61777 61882 61778 61749 61735 61750],8
733,Dickens County,TX,[79370 79243],2
734,Dickenson County,VA,[24228 24256 24226 24220 24217 24269],6
735,Dickey County,ND,[58474 58436],2
736,Dickinson County,IA,[51360 51351 51355 51331 51347 51364 51363],7
737,Dickinson County,KS,[67410 67449 67431 67480 67451 67441 67492 67482],8
738,Dickinson County,MI,[49801 49802 49870 49892 49876 49831 49815 49833 49881 49852 49877],11
739,Dickson County,TN,[37055 37187 37029 37036 37181],5
740,Dillon County,SC,[29536 29565 29563 29547 29592 29567 29543],7
741,Dimmit County,TX,[78834 78827 78830 78836],4
742,Dinwiddie County,VA,[23841 23885 23872 23833 23830 23840 23850 23894],8
743,District of Columbia,DC,"[20002 20009 20011 20001 20019 20020 20003 20008 20032 20016 20010 20007
 20024 20005 20018 20017 20037 20015 20012 20036 20004 20006 20052]",23
744,Dixie County,FL,[32680 32648 32692],3
745,Dixon County,NE,[68784 68770 68710 68757 68785 68732 68728 68751],8
746,Doddridge County,WV,[26456 26411 26339],3
747,Dodge County,GA,[31023 31012 31077 31011],4
748,Dodge County,MN,[55944 55927 55940 55955 55985 55924],6
749,Dodge County,NE,[68025 68649 68031 68057 68633 68044 68621 68063 68664 68072],10
750,Dodge County,WI,"[53916 53050 53032 53039 53048 53933 53956 53035 53091 53034 53059 53579
 53078 53006 53922 53557 53016 53003]",18
751,Dolores County,CO,[81324 81332 81320],3
752,Dona Ana County,NM,"[88001 88011 88012 88005 88007 88021 88081 88063 88008 88047 88044 88048
 87937 88046 88033 88032 88027 87941 88052 88072 88058 88024 88054 87940
 87936 87933]",26
753,Doniphan County,KS,[66090 66087 66035 66024 66094 66017 66008],7
754,Donley County,TX,[79226 79237],2
755,Dooly County,GA,[31092 31091 31007 31070 31051],5
756,Door County,WI,[54235 54234 54202 54209 54212 54204 54210 54246 54213 54211],10
757,Dorchester County,MD,"[21613 21643 21631 21869 21622 21664 21634 21677 21835 21672 21669 21648
 21626 21675 21627]",15
758,Dorchester County,SC,[29485 29483 29486 29472 29477 29437 29448 29471],8
759,Dougherty County,GA,[31705 31707 31721 31701],4
760,Douglas County,CO,"[80134 80126 80104 80138 80129 80108 80130 80124 80109 80125 80118 80135
 80116 80131]",14
761,Douglas County,GA,[30135 30134 30122 30187],4
762,Douglas County,IL,[61953 61911 61910 61956 61942 61919 61930 61941],8
763,Douglas County,KS,[66049 66044 66047 66046 66025 66006 66050 66045],8
764,Douglas County,MN,[56308 56354 56315 56326 56319 56332 56343 56327 56355 56341],10
765,Douglas County,MO,[65608],1
766,Douglas County,NE,"[68104 68134 68116 68164 68137 68127 68022 68154 68144 68106 68135 68105
 68107 68111 68114 68130 68124 68136 68131 68132 68108 68102 68007 68138
 68112 68122 68118 68117 68110 68152 68142 68157 68064 68069]",34
767,Douglas County,NV,[89460 89423 89410 89448 89449 89444 89411 89413],8
768,Douglas County,OR,"[97471 97470 97479 97457 97496 97467 97462 97417 97469 97443 97495 97435
 97442 97499 97436 97410 97416 97486 97447 97429 97481 97432 97473 97484
 97441]",25
769,Douglas County,WA,[98802 98843 98813 98850 98858 98830 98845],7
770,Douglas County,WI,[54880 54873 54874 54849 54838 54864 54836 54820 54854],9
771,Drew County,AR,[71655 71675 71670 71677],4
772,DuPage County,IL,"[60148 60126 60188 60563 60540 60564 60103 60137 60565 60517 60101 60532
 60189 60527 60515 60139 60516 60181 60133 60185 60187 60559 60172 60561
 60108 60106 60521 60191 60555 60523 60190 60143 60514 60157 60184 60519]",36
773,Dubois County,IN,[47546 47542 47532 47513 47527 47541 47575 47521 47580 47545 47556],11
774,Dubuque County,IA,"[52001 52002 52003 52040 52068 52033 52045 52046 52073 52039 52053 52065
 52078 52056]",14
775,Duchesne County,UT,[84066 84021 84052 84001 84053 84072 84007 84027 84051 84031 84073 84002],12
776,Dukes County,MA,[2568 2539 2557 2535 2575 2713],6
777,Dunklin County,MO,[63857 63863 63933 63876 63837 63852 63829 63855 63821 63849 63847 63875],12
778,Dunn County,WI,[54751 54730 54739 54725 54749 54772 54763 54734 54737],9
779,Duplin County,NC,[28466 28518 28398 28572 28458 28341 28349 28453 28464 28521 28508],11
780,Durham County,NC,[27703 27713 27707 27705 27704 27701 27712 27503 27708],9
781,Dutchess County,NY,"[12603 12601 12590 12533 12508 12524 12538 12572 12569 12571 12564 12540
 12570 12545 12522 12582 12580 12594 12546 12567 12531 12514 12581 12583
 12501 12578 12592 12585 12527 12574 12512 12507]",32
782,Duval County,FL,"[32210 32218 32256 32244 32225 32246 32216 32224 32257 32207 32209 32258
 32250 32205 32211 32208 32277 32233 32221 32223 32217 32206 32226 32254
 32222 32219 32220 32204 32266 32234 32202]",31
783,Duval County,TX,[78384 78341],2
784,Dyer County,TN,[38024 38059 38030 38259 38047],5
785,Eagle County,CO,[81620 81632 81621 81657 81631 81637 81645 81655 81649 80423],10
786,Early County,GA,[39823 39861 39841],3
787,East Baton Rouge Parish,LA,"[70816 70810 70808 70817 70806 70809 70802 70791 70815 70805 70820 70714
 70807 70814 70811 70739 70818 70812 70819 70770 70801]",21
788,East Carroll Parish,LA,[71254 71286 71276],3
789,East Feliciana Parish,LA,[  953 70722 70748 70777 70730 70761 70789],7
790,Eastland County,TX,[76437 76448 76470 76471 76454 76435 76445 76466],8
791,Eaton County,MI,[48813 48837 48827 48821 49021 48876 49076 49096 48890 48861],10
792,Eau Claire County,WI,[54703 54701 54720 54742 54722 54738 54741],7
793,Echols County,GA,[31648],1
794,Ector County,TX,[79762 79763 79761 79764 79765 79766 79758 79741],8
795,Eddy County,NM,[88250],1
796,Edgar County,IL,[61944 61924 61933 61917 61932 61940 61949],7
797,Edgecombe County,NC,[27886 27864 27852 27819],4
798,Edgefield County,SC,[29824 29832 29847],3
799,Edmonson County,KY,[42210 42259 42207 42285],4
800,Edmunds County,SD,[57451 57428 57471],3
801,Edwards County,IL,[62806 62476 62833 62818],4
802,Edwards County,KS,[67563 67519],2
803,Edwards County,TX,[78880],1
804,Effingham County,GA,[31326 31312 31329 31302 31303 31307 31318],7
805,Effingham County,IL,[62401 62411 62467 62424 62414 62443 62473 62426 62461 62445],10
806,El Dorado County,CA,"[95762 95667 95682 96150 95726 95619 95709 95623 95672 95614 95684 95634
 95633 95664 96142 95635 95636 95651 95613 95735 95720 95721]",22
807,El Paso County,CO,"[80918 80909 80906 80920 80916 80917 80907 80910 80911 80919 80923 80817
 80132 80831 80904 80922 80921 80915 80905 80908 80903 80924 80925 80829
 80808 80927 80106 80951 80133 80809 80864 80926 80930 80819 80928 80832
 80833 80929 80938]",39
808,El Paso County,TX,"[79936 79912 79938 79924 79928 79907 79925 79915 79904 79927 79902 79930
 79934 79932 79905 79903 79935 79901 79849 79835 79922 79838 79911 79836
 79821 79853]",26
809,Elbert County,CO,[80107 80117 80835 80101 80830],5
810,Elbert County,GA,[30635 30624 30634],3
811,Elk County,PA,[15857 15853 15845 15846 15868 15823 15870 15827 15821],9
812,Elkhart County,IN,[46514 46516 46526 46528 46517 46550 46540 46507 46553 46573 46543],11
813,Elko County,NV,[89801 89815 89883 89822 89835 89825 89828 89830 89833 89834 89823 89826],12
814,Ellis County,KS,[67601 67637 67671 67667 67627 67660 67674],7
815,Ellis County,OK,[73858 73832 73843 73840],4
816,Ellis County,TX,"[75165 75154 76065 75119 75167 75125 75152 76651 76064 76670 75101 76041
 76623]",13
817,Ellsworth County,KS,[67439 67490 67454 67450 67459],5
818,Elmore County,AL,[36092 36054 36078 36022 36093 36024 36025 36080 36020],9
819,Elmore County,ID,[83647 83623 83627 83633],4
820,Emanuel County,GA,[30401 30471 31002 30425],4
821,Emmet County,IA,[51334 50514 50578 51365 50531],5
822,Emmet County,MI,[49770 49740 49706 49755 49769 49701 49718 49722 49717],9
823,Emmons County,ND,[58552 58573 58544],3
824,Erath County,TX,[76401 76446 76433],3
825,Erie County,NY,"[14221 14075 14150 14224 14225 14215 14086 14226 14127 14043 14227 14217
 14223 14216 14228 14220 14207 14072 14213 14206 14211 14051 14218 14052
 14214 14222 14210 14201 14219 14006 14212 14001 14004 14204 14209 14031
 14059 14208 14141 14068 14032 14057 14085 14047 14202 14080 14111 14025
 14203 14170 14139 14033 14034 14030 14055 14091 14102 14026 14069 14134
 14027 14061 14169 14112]",64
826,Erie County,OH,[44870 44839 44824 44846 44814 44871 43438],7
827,Erie County,PA,"[16509 16506 16510 16505 16508 16502 16504 16503 16428 16511 16407 16412
 16441 16507 16415 16417 16401 16423 16426 16501 16442 16421 16410 16443
 16411 16427 16430]",27
828,Escambia County,AL,[36502 36426 36441 36483],4
829,Escambia County,FL,"[32514 32526 32507 32506 32503 32533 32505 32504 32534 32501 32502 32535
 32577 32568  4956]",15
830,Essex County,MA,"[1960 1844 1970 1915 1902 1841 1930 1810 1845 1923 1906 1830 1832 1905
 1945 1843 1950 1913 1904 1938 1907 1835 1940 1966 1952 1949 1833 1921
 1860 1982 1834 1944 1969 1983 1840 1951 1985 1908 1929 1984 1901 1922]",42
831,Essex County,NJ,"[7111 7003 7052 7104 7105 7017 7109 7107 7050 7110 7103 7042 7018 7039
 7106 7006 7040 7112 7108 7079 7044 7102 7009 7078 7043 7114 7041 7004
 7028 7068 7021]",31
832,Essex County,NY,"[12946 12883 12944 12996 12870 12928 12993 12941 12974 12932 12997 12956
 12913 12960 12942 12860 12936 12950 12808 12857 12852 12998 12975 12851
 12855 12977 12987 12961 12964 12872 12858 12943]",32
833,Essex County,VA,[22560 22454 22436 22437 22438 23115 22476 23023 22504 22509],10
834,Essex County,VT,[5846 5906 5824 5903 5905 5837 5858 5904 5907 5902 5901],11
835,Estill County,KY,[40336 40472],2
836,Etowah County,AL,[35901 35903 35904 35954 35906 35907 35956 35905 35972 35990],10
837,Eureka County,NV,[89316 89821],2
838,Evangeline Parish,LA,[70586 70554 70515 71367],4
839,Evans County,GA,[30417],1
840,Fairbanks North Star Borough,AK,[99709 99705 99701 99712 99714],5
841,Fairfax County,VA,"[22030 22003 20171 22033 22015 22031 20120 20170 22102 22042 22306 22312
 20191 22079 22309 22101 22310 22041 22153 20190 22152 20121 22180 22032
 22150 22182 22043 22303 22046 22124 22066 22039 22151 20194 22044 22181
 20124 22308 22307 22060 22027]",41
842,Fairfield County,CT,"[6902 6810 6484 6606 6614 6611 6824 6811 6604 6851 6854 6880 6830 6877
 6610 6605 6905 6850 6825 6801 6615 6840 6804 6820 6468 6897 6831 6470
 6812 6901 6903 6608 6482 6907 6906 6883 6896 6855 6878 6807 6870 6607
 6612 6890 6784 6853 6904]",47
843,Fairfield County,OH,"[43130 43147 43105 43112 43102 43046 43107 43154 43155 43148 43150 43136
 43157]",13
844,Fairfield County,SC,[29180 29130 29015 29065],4
845,Fall River County,SD,[57747 57735 57763],3
846,Falls County,TX,[76661 76570 76656 76632 76680],5
847,Fannin County,GA,[30513 30560 30559 30555 30541],5
848,Fannin County,TX,"[75418 75452 75446 75490 75479 75476 75488 75449 75447 75439 75438 75492
 75413 75475]",14
849,Faribault County,MN,[56013 56097 56098 56068 56027 56014 56051 56025 56023 56033 56047],11
850,Faulkner County,AR,[72034 72032 72058 72173 72106 72039 72111 72047 72181],9
851,Fauquier County,VA,"[20187 20186 22712 20115 20119 22734 22728 20198 20137 22742 20144 22720
 22639 20184 22643 20139]",16
852,Fayette County,AL,[35555 35542 35545],3
853,Fayette County,GA,[30269 30215 30214 30290 30205],5
854,Fayette County,IA,[50662 52175 52142 52147 52171 52135 50606 50655 52169 50681 52164 52166],12
855,Fayette County,IL,[62471 62080 62458 62418 62838 62885 62880],7
856,Fayette County,IN,[47331],1
857,Fayette County,KY,"[40509 40517 40515 40511 40502 40503 40504 40505 40508 40514 40513 40507
 40516 40510]",14
858,Fayette County,OH,[43160 43128 43106 43142],4
859,Fayette County,PA,"[15401 15425 15417 15478 15431 15461 15473 15610 15445 15436 15424 15456
 15468 15486 15442 15458 15438 15474 15437 15469 15480 15428 15459 15475
 15464 15631 15410 15433 15451 15470 15482 15413 15444 15490 15446 15421
 15435 15463 15466 15462 15489 15450 15455 15443 15472 15465 15484 15430
 15440 15420 15449 15416 15422 15488 15492 15447 15467 15454 15460]",59
860,Fayette County,TN,[38060 38068 38028 38057 38066 38076 38036 38046],8
861,Fayette County,TX,[78945 78956 78941 78940 78954 78932 78963 78949 78938 78960 78952],11
862,Fayette County,WV,"[25901 25840 25976 25917 25136 25812 25938 25831 25085 25186 25031 25868
 25119 25059 25985 25040 25118 25139 25161 25846 25173 25904 25864 25879
 25862 25837 25855 25090 25977 25936 25115]",31
863,Fentress County,TN,[38556 38553 38504 38565 38589],5
864,Fergus County,MT,[59457 59464 59032 59430 59489 59471 59451 59418 59424 59441],10
865,Ferry County,WA,[99166 99138 99118 99121 99150 99140 99146 99160],8
866,Fillmore County,MN,[55923 55975 55971 55965 55949 55939 55954 55990 55935 55962 55922 55961],12
867,Fillmore County,NE,[68361 68354 68351 68436 68406 68416 68365 68444],8
868,Finney County,KS,[67846 67851 67868],3
869,Fisher County,TX,[79546 79543 79534 79560],4
870,Flagler County,FL,[32137 32164 32136 32110],4
871,Flathead County,MT,"[59901 59937 59912 59911 59922 59932 59920 59925 59919 59936 59913 59926
 59928 59927 59916]",15
872,Fleming County,KY,[41041 41039 41093 41049 40350],5
873,Florence County,SC,[29501 29505 29506 29560 29161 29541 29555 29591 29583 29530 29114],11
874,Florence County,WI,[54121 54542 54120],3
875,Floyd County,GA,[30165 30161 30173 30147 30124 30105],6
876,Floyd County,IA,[50616 50458 50468 50471 50435 50653 50620],7
877,Floyd County,IN,[47150 47119 47122 47124],4
878,Floyd County,KY,"[41653 41635 41649 41647 41603 41601 41630 41216 41640 41645 41602 41605
 41636 41631 41660 41650 41666 41655 41642 41606 41659 41669 41616 41615
 41604 41667 41622 41651 41607 41619 41663 41621 41643]",33
879,Floyd County,TX,[79235 79241],2
880,Floyd County,VA,[24091 24380 24079 24138 24072 24105],6
881,Fluvanna County,VA,[22963 22974 23123 23084 23055 23004 23022],7
882,Foard County,TX,[79227],1
883,Fond du Lac County,WI,"[54935 54937 53963 54971 53010 53049 53919 53065 53019 53079 54974 53057
 54932 53931]",14
884,Ford County,IL,[60957 60936 60959 60952 60962 61773 60919 60946 60933],9
885,Ford County,KS,[67801 67876 67834 67842 67882],5
886,Forest County,PA,[16239 16217],2
887,Forest County,WI,[54520 54566 54511 54541 54465 54103],6
888,Forrest County,MS,[39401 39402 39465 39425],4
889,Forsyth County,GA,[30040 30041 30028],3
890,Forsyth County,NC,"[27284 27106 27107 27103 27127 27105 27104 27012 27101 27023 27040 27045
 27051 27050 27009]",15
891,Fort Bend County,TX,"[77479 77459 77450 77407 77406 77469 77498 77471 77477 77489 77583 77478
 77545 77441 77461 77417 77444 77476 77451 77464 77481]",21
892,Foster County,ND,[58421],1
893,Fountain County,IN,[47918 47932 47987 47952 47949 47969 47958],7
